,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
74,0.13132162094116212,0.010789237976542233,0.01037583351135254,0.002021039487375433,25,26,"{'max_samples': 25, 'n_estimators': 26}",-1681.3851986861505,-1246.9611924305605,-2831.9188981076404,-3380.3553410085638,-1251.7040525325015,-2078.464936553083,871.230836398282,301
75,0.12895698547363282,0.009394399937468862,0.012583303451538085,0.00386449992195094,25,27,"{'max_samples': 25, 'n_estimators': 27}",-1633.8279586627646,-1226.8737848323233,-2816.594235197,-3377.8517230193706,-1273.1752341933147,-2065.6645871809546,872.2181692859549,291
76,0.13483881950378418,0.004546337805114781,0.013497638702392577,0.00266252396015197,25,28,"{'max_samples': 25, 'n_estimators': 28}",-1593.2501926233704,-1189.5338499944019,-2854.0265052415607,-3381.400046763233,-1270.7270145047382,-2057.787521825461,891.63560336473,285
77,0.13949041366577147,0.011181870295125363,0.009622907638549805,0.004566239701931083,25,29,"{'max_samples': 25, 'n_estimators': 29}",-1570.179982703617,-1163.0512182002142,-2776.925743913465,-3438.6676155359187,-1294.0788469137813,-2048.580681453399,899.4588252381872,276
78,0.14236717224121093,0.014049643466528022,0.012595415115356445,0.0029986207753042397,25,30,"{'max_samples': 25, 'n_estimators': 30}",-1576.0213417243313,-1256.6575728376615,-2726.9226470675735,-3470.103377052926,-1303.1186733666477,-2066.564722409828,881.5243176223504,293
79,0.14455981254577638,0.005823833876701381,0.009881591796875,0.0032821026703048644,25,31,"{'max_samples': 25, 'n_estimators': 31}",-1579.7927401440015,-1292.6792296610115,-2703.93744284671,-3471.3634297904005,-1281.5875171502882,-2065.8720719184826,875.4125799387259,292
80,0.1441293716430664,0.003952133658694371,0.013796091079711914,0.006410138934932301,25,32,"{'max_samples': 25, 'n_estimators': 32}",-1546.348778455903,-1263.3276407036863,-2719.478242465676,-3487.6289743032585,-1319.394763804048,-2067.2356799465147,885.4145703088141,295
81,0.1516565799713135,0.006252782352614016,0.009863138198852539,0.0037594258178122943,25,33,"{'max_samples': 25, 'n_estimators': 33}",-1571.2090495245152,-1277.2848045684927,-2705.340569400588,-3391.8082808451277,-1326.0769629866338,-2054.343933465071,846.193888737531,282
82,0.1579434871673584,0.004945355396258085,0.010083818435668945,0.003746450214224389,25,34,"{'max_samples': 25, 'n_estimators': 34}",-1556.153823500928,-1285.6317871965368,-2668.9535283312043,-3387.8363541883145,-1297.4678224375573,-2039.208663130908,844.6034341770583,271
83,0.1645275592803955,0.0052980499519528785,0.010948467254638671,0.0011055444308514027,25,35,"{'max_samples': 25, 'n_estimators': 35}",-1600.266236978679,-1290.5100306884046,-2712.8958399729663,-3440.8305475826483,-1324.341969397196,-2073.768924923979,857.5174337874294,299
84,0.16119122505187988,0.00793672989464168,0.01433420181274414,0.003916003346200966,25,36,"{'max_samples': 25, 'n_estimators': 36}",-1580.8673512361518,-1367.2432201663278,-2778.3942073521293,-3477.146625945594,-1280.2591472736153,-2096.7821103947635,875.7974682411525,308
85,0.16665215492248536,0.00427779041020616,0.015436267852783203,0.004056749722074391,25,37,"{'max_samples': 25, 'n_estimators': 37}",-1575.2749905690257,-1344.1554520216562,-2825.618924098714,-3420.542191204821,-1290.4128729729862,-2091.2008861734403,868.5661762030937,306
86,0.17133679389953613,0.006837501167428327,0.012682342529296875,0.0028829837554012446,25,38,"{'max_samples': 25, 'n_estimators': 38}",-1522.4908606435224,-1359.6580950671737,-2849.264421790521,-3423.219584793801,-1297.1542790281871,-2090.357448264641,876.1308741558755,305
87,0.1803452491760254,0.006033285106382601,0.011298513412475586,0.0020794510023688074,25,39,"{'max_samples': 25, 'n_estimators': 39}",-1507.2112968247634,-1343.655936584911,-2815.4551318114727,-3430.263525343874,-1309.2482836349777,-2081.1668348399994,875.0367669710365,302
88,0.17826199531555176,0.004200400755246049,0.0172454833984375,0.002800703271557497,25,40,"{'max_samples': 25, 'n_estimators': 40}",-1474.906536508401,-1290.4058630323302,-2855.0659621058285,-3397.1722880220304,-1304.9489095986078,-2064.4999118534397,885.9762989732665,290
89,0.1845634937286377,0.004465839030710162,0.016260528564453126,0.005044985330167561,25,41,"{'max_samples': 25, 'n_estimators': 41}",-1519.8571000687857,-1328.8564572210723,-2774.2555415610595,-3344.104722205615,-1296.6641789522532,-2052.747600001757,844.7283276771095,279
90,0.19022197723388673,0.004007017467317099,0.014454126358032227,0.004720890257571588,25,42,"{'max_samples': 25, 'n_estimators': 42}",-1495.8135669157236,-1364.7052362920601,-2780.8173067931775,-3322.75491720373,-1318.454681342776,-2056.509141709493,832.549967218212,284
91,0.19318089485168458,0.0018758854322837618,0.016942548751831054,0.004890233802478195,25,43,"{'max_samples': 25, 'n_estimators': 43}",-1498.2295384531394,-1372.492954500971,-2780.8624959434133,-3347.881555633634,-1322.7107571476129,-2064.435460335754,837.8580654932372,289
92,0.19450254440307618,0.0025238728463333818,0.017151641845703124,0.0027354864398241962,25,44,"{'max_samples': 25, 'n_estimators': 44}",-1486.1431877890523,-1407.6238185382708,-2745.292397565482,-3306.9570407030433,-1329.6902622585296,-2055.141341370875,813.9616864203227,283
93,0.202229642868042,0.006721981247405333,0.01925349235534668,0.00178380710960199,25,45,"{'max_samples': 25, 'n_estimators': 45}",-1467.0943150528917,-1391.0415083473376,-2788.978400242248,-3313.2473317793724,-1349.412391778158,-2061.954789440001,825.3480042234709,288
94,0.20772242546081543,0.004505839198348195,0.021363258361816406,0.002236092861844146,25,46,"{'max_samples': 25, 'n_estimators': 46}",-1480.1339203421626,-1386.7301326191675,-2749.5887268620113,-3313.109632722337,-1339.5449930370633,-2053.821481116548,819.0504129878005,281
95,0.21682629585266114,0.009742145981569078,0.01798672676086426,0.0032496452205599186,25,47,"{'max_samples': 25, 'n_estimators': 47}",-1513.0002709796552,-1383.8520868760502,-2742.6349303215375,-3330.864937469777,-1337.4716249724847,-2061.564770123901,819.696023114368,287
96,0.2204906940460205,0.0025600768122845236,0.014529275894165038,0.002567770759595307,25,48,"{'max_samples': 25, 'n_estimators': 48}",-1495.8479647842246,-1374.8446745810102,-2754.9645247994804,-3329.874148204781,-1309.1473697589113,-2052.9357364256816,830.2760426553825,280
97,0.2295755386352539,0.0012472933771604604,0.014414310455322266,0.003793508144321565,25,49,"{'max_samples': 25, 'n_estimators': 49}",-1500.8960810092435,-1378.6211180883865,-2709.3589237383117,-3353.426817506233,-1271.9539324106784,-2042.8513745505709,835.5884806407748,274
98,0.0034128665924072266,0.0030558912313993184,0.006726408004760742,0.0034028474985485367,30,1,"{'max_samples': 30, 'n_estimators': 1}",-2293.242199012825,-3904.561847980872,-5297.311092010222,-7476.556861374932,-3360.776680812048,-4466.48973623818,1789.532754303933,392
99,0.013796329498291016,0.0025883344614292003,0.0,0.0,30,2,"{'max_samples': 30, 'n_estimators': 2}",-2020.2220769588541,-2669.0699439778655,-4830.160840925059,-4552.071180824071,-2115.303380931071,-3237.3654847233843,1210.6914863465374,385
100,0.015923357009887694,0.003196997933825144,0.0007021903991699218,0.0014043807983398434,30,3,"{'max_samples': 30, 'n_estimators': 3}",-1782.591344889856,-2518.2169701125804,-3912.273420038433,-2656.3073185851104,-2149.1957542446207,-2603.71696157412,721.5584252805188,377
